"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"librenderscript-toolkit.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"390460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/librenderscript-toolkit.so"
"libWrapperAutoCaptureJni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1188296"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/lib/x86/libWrapperAutoCaptureJni.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"147456"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1299256"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63223460"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.squareup.cash-lUKGyepFlhgViXh4AdqOKQ==/oat/x86/base.vdex"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"121385127"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/base.apk"
"libcrashlytics-common.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"767860"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-common.so"
"libcrashlytics-handler.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"172772"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-handler.so"
"libcrashlytics-trampoline.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7240"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics-trampoline.so"
"libcrashlytics.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"182668"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libcrashlytics.so"
"libgifimage.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"239552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libgifimage.so"
"libimagepipeline.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9848"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libimagepipeline.so"
"libjingle_peerconnection_so.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"11904444"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libjingle_peerconnection_so.so"
"libnative-filters.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"22100"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-filters.so"
"libnative-imagetranscoder.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"530088"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libnative-imagetranscoder.so"
"libopenclinformation.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1050164"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libopenclinformation.so"
"libstatic-webp.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"743448"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libstatic-webp.so"
"libtwittermedia.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1522416"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/lib/x86/libtwittermedia.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"151552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1801928"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"72296328"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.twitter.android-RbIixkNDY1gHOqaBKozpjA==/oat/x86/base.vdex"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"95355877"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/base.apk"
"libaom_version.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2760"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libaom_version.so"
"libsuperpack.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"227344"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libsuperpack.so"
"libunityjni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"280400"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libunityjni.so"
"libunwindstack.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"350484"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/lib/x86/libunwindstack.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"126976"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"899628"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"36963528"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/com.whatsapp-BGc5uelEiiwVLaE4U9aizQ==/oat/x86/base.vdex"
"base.apk"	".apk"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"10057778"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/wallettrust.applpy.crypto-IeF1gjF07oBoj-YlwHZPEQ==/base.apk"
"librtmp-jni.so"	".so"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"83360"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/wallettrust.applpy.crypto-IeF1gjF07oBoj-YlwHZPEQ==/lib/x86/librtmp-jni.so"
"base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"53248"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/wallettrust.applpy.crypto-IeF1gjF07oBoj-YlwHZPEQ==/oat/x86/base.art"
"base.odex"	".odex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"275352"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/wallettrust.applpy.crypto-IeF1gjF07oBoj-YlwHZPEQ==/oat/x86/base.odex"
"base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"12512976"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/app/wallettrust.applpy.crypto-IeF1gjF07oBoj-YlwHZPEQ==/oat/x86/base.vdex"
"backup_enabled"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/backup/backup_enabled"
"fb-schedule"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1616"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/backup/fb-schedule"
"journal4546955607824995250.tmp"	".tmp"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"786"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/backup/pending/journal4546955607824995250.tmp"
"journal6863373330247694752.tmp"	".tmp"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"825"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/backup/pending/journal6863373330247694752.tmp"
"journal8196332888289764863.tmp"	".tmp"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"825"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/backup/pending/journal8196332888289764863.tmp"
"system@app@EasterEgg@EasterEgg.apk@classes.dex"	".dex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"29352"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@app@EasterEgg@EasterEgg.apk@classes.dex"
"system@app@EasterEgg@EasterEgg.apk@classes.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1275848"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@app@EasterEgg@EasterEgg.apk@classes.vdex"
"system@framework@boot-android.hidl.base-V1.0-java.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"16384"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.base-V1.0-java.art"
"system@framework@boot-android.hidl.base-V1.0-java.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.base-V1.0-java.oat"
"system@framework@boot-android.hidl.base-V1.0-java.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.base-V1.0-java.vdex"
"system@framework@boot-android.hidl.manager-V1.0-java.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"28672"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.manager-V1.0-java.art"
"system@framework@boot-android.hidl.manager-V1.0-java.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.manager-V1.0-java.oat"
"system@framework@boot-android.hidl.manager-V1.0-java.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.hidl.manager-V1.0-java.vdex"
"system@framework@boot-android.test.base.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"24576"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.test.base.art"
"system@framework@boot-android.test.base.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.test.base.oat"
"system@framework@boot-android.test.base.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-android.test.base.vdex"
"system@framework@boot-apache-xml.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"380928"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-apache-xml.art"
"system@framework@boot-apache-xml.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-apache-xml.oat"
"system@framework@boot-apache-xml.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-apache-xml.vdex"
"system@framework@boot-bouncycastle.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"385024"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-bouncycastle.art"
"system@framework@boot-bouncycastle.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-bouncycastle.oat"
"system@framework@boot-bouncycastle.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-bouncycastle.vdex"
"system@framework@boot-conscrypt.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"217088"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-conscrypt.art"
"system@framework@boot-conscrypt.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-conscrypt.oat"
"system@framework@boot-conscrypt.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-conscrypt.vdex"
"system@framework@boot-core-libart.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1097728"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-core-libart.art"
"system@framework@boot-core-libart.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-core-libart.oat"
"system@framework@boot-core-libart.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-core-libart.vdex"
"system@framework@boot-ext.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"290816"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-ext.art"
"system@framework@boot-ext.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-ext.oat"
"system@framework@boot-ext.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-ext.vdex"
"system@framework@boot-framework-oahl-backward-compatibility.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"12288"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework-oahl-backward-compatibility.art"
"system@framework@boot-framework-oahl-backward-compatibility.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework-oahl-backward-compatibility.oat"
"system@framework@boot-framework-oahl-backward-compatibility.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework-oahl-backward-compatibility.vdex"
"system@framework@boot-framework.art"	".art"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"8855552"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework.art"
"system@framework@boot-framework.oat"	".oat"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework.oat"
"system@framework@boot-framework.vdex"	".vdex"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/dalvik-cache/x86/system@framework@boot-framework.vdex"
